,0
1937,3777.26
1938,854.58
1939,3605.21
1940,2266.49
1941,10980.47
1942,13532.57
1943,7217.65
1944,14986.86
1945,1641.7
1946,5172.29
1947,3384.29
1948,464.52
1949,3544.44
1950,1096.2
1951,5405.66
1952,753.63
1953,11060.88
1954,7098.57
1955,711.85
1956,908.06
1957,2149.83
1958,3050.8
1959,1357.63
1960,5176.25
1961,7210.68
1962,10858.2
1963,625.16
1964,586.63
1965,1161.06
1966,2084.75
1967,688.08
1968,428.1
1969,1290.73
1970,3649.18
1971,2105.75
1972,1777.29
1973,5123.85
1974,701.49
1975,4149.72
1976,1305.59
1977,8245.7
1978,535.49
1979,11809.03
1980,2010.84
1981,11910.74
1982,2116.24
1983,499.49
1984,3742.48
1985,6541.53
1986,6509.64
1987,528.64
1988,1871.99
1989,3228.79
1990,837.89
1991,4680.23
1992,594.25
1993,788.56
1994,842.17
1995,3364.97
1996,3540.44
1997,3220.05
1998,6470.83
1999,1418.25
2000,876.52
2001,689.52
2002,666.97
2003,692.35
2004,603.19
2005,4944.05
2006,4700.82
2007,612.89
2008,5348.64
2009,1286.8
2010,411.0
2011,5033.94
2012,915.15
2013,4071.17
2014,14539.64
2015,547.03
2016,4001.47
2017,3922.13
2018,546.48
2019,4846.65
2020,607.61
2021,4159.8
2022,15028.46
2023,9205.1
2024,4627.19
2025,709.76
2026,950.12
2027,1978.9
2028,11267.96
2029,2430.6
2030,814.57
2031,5476.82
2032,6632.21
2033,7774.73
2034,7843.37
2035,9841.62
2036,16831.88
2037,719.5
2038,2368.58
2039,2598.07
2040,1056.42
2041,1234.73
2042,8959.91
2043,5427.46
2044,730.56
2045,11914.42
2046,663.15
2047,17450.61
2048,5770.11
2049,4966.05
2050,2033.92
2051,5320.29
2052,706.41
2053,3844.12
2054,4386.67
2055,769.13
2056,524.78
2057,2460.5466666666666
2058,13713.99
2059,742.47
2060,1326.41
2061,4612.89
2062,13032.63
2063,3150.22
2064,7556.46
2065,474.8
2066,9520.86
2067,1031.67
2068,4613.25
2069,1249.28
2070,1172.56
2071,1877.78
2072,7533.07
2073,8771.56
2074,847.07
2075,3945.43
2076,7525.09
2077,1587.73
2078,4255.29
2079,1052.5
2080,6919.83
2081,568.09
2082,8879.26
2083,1213.46
2084,2553.93
2085,3951.64
2086,1981.24
2087,2400.42
2088,684.61
2089,1018.51
2090,1317.97
2091,3299.66
2092,7804.27
2093,579.91
2094,6191.83
2095,6011.7
2096,1120.97
2097,7017.96
2098,6785.1
2099,601.72
2100,675.32
2101,12213.68
2102,4921.19
2103,780.63
2104,5271.64
2105,1117.99
2106,2405.15
2107,2134.34
2108,14924.61
2109,1164.26
2110,15213.46
2111,2414.74
2112,556.18
2113,1447.75
2114,9415.94
2115,1393.64
2116,5122.62
2117,2594.2458333333334
2118,6267.64
2119,2491.06
2120,6243.95
2121,1624.52
2122,532.52
2123,553.79
2124,6434.79
2125,618.34
2126,879.12
2127,7873.52
2128,1039.76
2129,2487.44
2130,706.71
2131,4929.47
2132,859.35
2133,1064.42
2134,2356.11
2135,4694.97
2136,934.01
2137,2292.75
2138,2547.93
2139,1259.93
2140,12551.08
2141,1813.87
2142,7051.78
2143,1123.8
2144,1396.43
2145,1375.53
2146,4438.46
2147,1810.57
2148,604.7
2149,830.61
2150,3241.47
2151,1363.99
2152,613.69
2153,2807.4
2154,551.93
2155,586.08
2156,557.36
2157,12795.5
2158,7733.15
2159,1438.895
2160,877.02
2161,5349.1
2162,3845.26
2163,4680.94
2164,4152.65
2165,10140.0
2166,7370.52
2167,5292.98
2168,515.46
2169,6182.76
2170,1035.8
2171,7053.95
2172,6060.45
2173,3000.95
2174,7483.96
2175,9433.21
2176,1846.7
2177,7619.14
2178,553.48
2179,1163.86
2180,3421.64
2181,11713.12
2182,1083.25
2183,1509.52
2184,571.03
2185,3145.79
2186,1434.29
2187,739.12
2188,7619.3
2189,513.16
2190,3796.26
2191,13178.75
2192,1336.23
2193,3977.86
2194,2414.48
2195,678.59
2196,4602.38
2197,540.66
2198,887.28
2199,8987.68
2200,1945.13
2201,1274.56
2202,396.61
2203,5207.63
2204,817.42
2205,1695.15
2206,488.23
2207,4355.33
2208,752.11
2209,2719.6
2210,4189.19
2211,1594.8
2212,2388.71
2213,7428.23
2214,7485.34
2215,1518.06
2216,1778.88
2217,3191.44
2218,4391.51
2219,4707.18
2220,2299.18
2221,1813.27
2222,697.86
2223,2075.6
2224,2010.34
2225,2421.0
2226,6506.58
2227,1141.01
2228,3331.06
2229,744.18
2230,1090.95
2231,1675.71
2232,8549.76
2233,1223.27
2234,2846.37
2235,11144.89
2236,7447.52
2237,1902.7
2238,597.73
2239,749.22
2240,9167.49
2241,1905.67
2242,5443.26
2243,5975.18
2244,4814.4
2245,6954.78
2246,2472.87
2247,637.67
2248,7161.72
2249,743.99
2250,2235.42
2251,4667.45
2252,4145.48
2253,6577.99
2254,8105.23
2255,662.54
2256,1525.53
2257,1729.21
2258,849.99
2259,598.01
2260,4307.03
2261,1722.21
2262,519.78
2263,621.02
2264,2849.48
2265,1758.56
2266,1043.76
2267,4661.49
2268,5000.44
2269,8974.55
2270,1277.99
2271,841.08
2272,1062.7
2273,1393.43
2274,3042.66
2275,6508.81
2276,787.51
2277,4585.36
2278,877.83
2279,2015.83
2280,14473.87
2281,3782.98
2282,950.51
2283,569.05
2284,4597.1
2285,2772.19
2286,899.52
2287,3103.97
2288,1015.22
2289,9156.56
2290,1004.28
2291,444.52
2292,10622.1
2293,752.72
2294,800.08
2295,6959.09
2296,929.3
2297,1066.64
2298,797.43
2299,557.88
2300,7757.27
2301,699.56
2302,841.68
2303,1896.91
2304,2871.86
2305,2653.34
2306,606.12
2307,1781.62
2308,8863.61
2309,3825.38
2310,5732.84
2311,1041.36
2312,12826.9
2313,4425.97
2314,2342.24
2315,1085.48
2316,10791.08
2317,1924.29
2318,2162.97
2319,9088.17
2320,7119.11
2321,6617.56
2322,5957.08
2323,905.67
2324,4920.22
2325,5230.98
2326,6445.77
2327,1084.8239999999998
2328,14315.74
2329,1691.85
2330,535.51
2331,9269.74
2332,425.35
2333,1010.2
2334,11950.91
2335,510.93
2336,8521.58
2337,1009.13
2338,521.81
2339,7601.19
2340,2399.94
2341,2606.92
2342,5481.27
2343,906.93
2344,13251.66
2345,4852.11
2346,764.86
2347,1294.95
2348,2290.18
2349,3884.13
2350,2355.05
2351,733.31
2352,10460.6
2353,805.59
2354,2944.54
2355,1765.26
2356,1705.07
2357,2266.06
2358,673.78
2359,3049.09
2360,1834.53
2361,5405.63
2362,640.96
2363,988.34
2364,7030.45
2365,12150.02
2366,1209.44
2367,1123.79
2368,3237.62
2369,916.94
2370,4128.03
2371,897.24
2372,567.23
2373,669.52
2374,15888.11
2375,14500.68
2376,829.83
2377,2502.63
2378,3577.33
2379,2661.47
2380,789.62
2381,1041.1
2382,4649.71
2383,434.26
2384,932.23
2385,8528.48
2386,568.87
2387,2630.09
2388,1981.93
2389,5274.87
2390,1830.01
2391,590.95
2392,9014.15
2393,10433.06
2394,537.78
2395,2259.95
2396,467.82
2397,7979.27
2398,7551.21
2399,5334.84
2400,2218.17
2401,991.41
2402,2825.16
2403,6299.05
2404,8841.87
2405,2719.03
2406,8893.91
2407,3180.38
2408,4814.88
2409,607.23
2410,1276.44
2411,3962.47
2412,15393.18
2413,2665.65
2414,3136.63
2415,4586.53
2416,4935.87
2417,4938.16
2418,1789.98
2419,578.15
2420,571.16
2421,777.85
2422,5772.2
2423,6753.78
2424,636.12
2425,2701.19
2426,9394.0
2427,3341.52
2428,849.31
2429,3955.58
2430,10703.03
2431,9346.5
2432,4765.73
2433,839.46
2434,2115.35
2435,6991.81
2436,1419.68
2437,2024.96
2438,3974.55
2439,3061.91
2440,4906.26
2441,15449.25
2442,1026.4
2443,3517.86
2444,557.09
2445,3719.26
2446,11498.43
2447,3629.79
2448,1703.41
2449,2184.53
2450,575.95
2451,453.24
2452,985.15
2453,521.86
2454,6300.84
2455,2496.7
2456,648.78
2457,803.2
2458,3033.48
2459,995.28
2460,7700.84
2461,5227.21
2462,1837.8
2463,608.05
2464,797.23
2465,2460.61
2466,2692.33
2467,8333.76
2468,4122.2
2469,3564.53
2470,3211.24
2471,5086.02
2472,5568.52
2473,572.25
2474,500.92
2475,1704.92
2476,6780.64
2477,13203.39
2478,1179.91
2479,1373.01
2480,2277.94
2481,771.58
2482,1758.86
2483,14624.53
2484,3906.41
2485,7082.54
2486,761.39
2487,13788.42
2488,4921.01
2489,1880.12
2490,4131.99
2491,16418.88
2492,3025.86
2493,6242.24
2494,1926.43
2495,1104.66
2496,608.82
2497,12270.38
2498,998.34
2499,954.96
2500,617.12
2501,3512.53
2502,6837.22
2503,712.18
2504,9574.83
2505,6846.61
2506,9146.77
2507,6793.2
2508,419.0
2509,16696.55
2510,776.94
2511,2658.82
2512,2235.79
2513,2946.55
2514,708.51
2515,2934.71
2516,1719.79
2517,6800.74
2518,479.54
2519,663.72
2520,2383.56
2521,1089.4
2522,9488.29
2523,4933.42
2524,2794.09
2525,3089.21
2526,15019.5
2527,1666.77
2528,4791.73
2529,2137.5
2530,1548.68
2531,3651.84
2532,895.49
2533,565.94
2534,11567.17
2535,3779.68
2536,4350.89
2537,1023.67
2538,4060.9
2539,518.47
2540,1985.98
2541,6163.11
2542,5876.96
2543,4616.96
2544,744.67
2545,2992.32
2546,16662.84
2547,3200.18
2548,1844.88
2549,5623.7
2550,582.79
2551,5502.53
2552,531.99
2553,628.99
2554,4092.97
2555,3714.24
2556,629.05
2557,1010.52
2558,6270.09
2559,13877.6
2560,9137.97
2561,4181.13
2562,5774.9
2563,7985.6
2564,4211.38
2565,3220.23
2566,7715.25
2567,615.06
2568,2598.02
2569,1680.0
2570,3160.99
2571,852.15
2572,1632.1
2573,8984.22
2574,6523.61
2575,792.428
2576,846.84
2577,2345.7
2578,449.97
2579,2371.64
2580,10045.24
2581,1949.46
2582,2652.02
2583,455.92
2584,611.77
2585,6902.01
2586,1716.4
2587,5034.06
2588,840.63
2589,3931.82
2590,1448.77
2591,2280.71
2592,4302.15
2593,3475.3
2594,544.42
2595,7505.4
2596,9663.32
2597,1251.09
2598,973.37
2599,1738.06
2600,11808.31
2601,3195.07
2602,690.74
2603,2732.03
2604,5562.51
2605,14769.21
2606,1647.35
2607,3740.33
2608,699.52
2609,3868.84
2610,3800.7
2611,993.76
2612,1070.78
2613,4911.8
2614,1604.91
2615,2414.24
2616,6640.08
2617,9531.27
2618,441.19
2619,1273.97
2620,8785.09
2621,2366.87
2622,4988.53
2623,17374.53
2624,887.71
2625,1098.01
2626,11595.736666666666
2627,1779.73
2628,4570.85
2629,2153.39
2630,1642.5
2631,873.99
2632,3466.48
2633,6598.45
2634,2591.23
2635,4770.19
2636,1027.88
2637,779.69
2638,6713.95
2639,1084.14
2640,1855.62
2641,4474.72
2642,1979.75
2643,16959.87
2644,10428.75
2645,5471.42
2646,2649.65
2647,6134.76
2648,5008.24
2649,668.61
2650,4576.87
2651,3568.01
2652,11424.548333333332
2653,1368.17
2654,6039.75
2655,874.4
2656,13854.29
2657,10224.1
2658,2289.61
2659,759.02
2660,2426.33
2661,17366.9
2662,7380.44
2663,10346.7
2664,1519.22
2665,720.51
2666,3112.46
2667,2794.22
2668,16265.26
2669,15499.82
2670,556.79
2671,7017.22
2672,573.17
2673,1194.92
2674,1195.17
2675,1016.29
2676,1927.88
2677,745.2
2678,1543.37
2679,4825.72
2680,711.92
2681,799.0
2682,1125.25
2683,13573.74
2684,4596.5
2685,1061.54
2686,1002.2
2687,3009.58
2688,11009.45
2689,1223.17
2690,6819.79
2691,1822.36
2692,575.81
2693,2570.05
2694,9863.92
2695,5784.43
2696,3383.69
2697,4880.3
2698,17180.89
2699,1223.98
2700,616.31
2701,11599.68
2702,2295.11
2703,11526.83
2704,790.32
2705,3104.73
2706,6372.08
2707,1968.61
2708,5870.88
2709,3426.31
2710,16116.99
2711,7020.93
2712,2584.68
2713,7578.05
2714,746.3
2715,2766.25
2716,5931.59
2717,3451.34
2718,6578.9
2719,2203.26
2720,869.89
2721,6299.6
2722,3205.35
2723,5710.74
2724,7403.0
2725,765.75
2726,4575.29
2727,1154.8
2728,2539.97
2729,743.24
2730,928.05
2731,3711.57
2732,10032.75
2733,6539.04
2734,611.39
2735,2158.01
2736,7538.75
2737,2335.09
2738,3177.72
2739,10067.11
2740,2394.61
2741,3759.06
2742,4524.23
2743,9004.84
2744,879.4
2745,7683.91
2746,877.95
2747,5724.23
2748,511.77
2749,3706.95
2750,2185.42
2751,13756.77
2752,1757.07
2753,2815.43
2754,1722.9
2755,712.62
2756,11852.52
2757,8020.48
2758,4131.55
2759,610.23
2760,4641.11
2761,648.82
2762,591.69
2763,4682.23
2764,987.52
2765,2037.64
2766,2252.59
2767,663.86
2768,1102.08
2769,810.6
2770,723.81
2771,2422.44
2772,8923.09
2773,1981.34
2774,1599.18
2775,564.64
2776,654.85
2777,538.69
2778,8372.35
2779,4458.5
2780,11135.83
2781,5879.7
2782,5548.0
2783,7333.34
2784,935.2
2785,2525.67
2786,3635.0
2787,3275.15
2788,7165.45
2789,1004.49
2790,7330.78
2791,1635.06
2792,1336.49
2793,2641.42
2794,525.08
2795,3070.54
2796,9702.82
2797,9720.4
2798,434.75
2799,790.86
2800,532.65
2801,514.63
2802,13094.39
2803,2818.34
2804,4112.24
2805,1817.39
2806,3012.32
2807,5558.27
2808,6790.03
2809,1516.37
2810,1821.33
2811,3764.8
2812,1213.74
2813,6298.87
2814,3510.05
2815,7498.34
2816,16892.73
2817,4179.16
2818,713.14
2819,14887.26
2820,1926.28
2821,2650.87
2822,1477.0
2823,477.28
2824,1204.4
2825,2759.9
2826,11431.19
2827,12977.14
2828,7400.87
2829,5393.89
2830,539.19
2831,5414.18
2832,1971.28
2833,1122.92
2834,810.12
2835,525.05
2836,563.08
2837,559.67
2838,13181.36
2839,722.47
2840,5631.31
2841,1246.54
2842,518.71
2843,3946.14
2844,2177.19
2845,639.76
2846,4712.44
2847,5245.02
2848,2453.92
2849,692.38
2850,9975.71
2851,536.0
2852,1916.9
2853,12880.04
2854,2165.76
2855,1661.62
2856,656.21
2857,2556.25
2858,3622.75
2859,4760.32
2860,1771.21
2861,16936.8
2862,11078.75
2863,9193.57
2864,6504.48
2865,989.27
2866,942.12
2867,660.23
2868,6134.19
2869,607.73
2870,493.27
2871,1855.89
2872,4796.11
2873,1667.63
2874,1693.76
2875,15894.33
2876,4153.97
2877,8954.5
2878,6222.68
2879,674.59
2880,1667.93
2881,2803.95
2882,1105.54
2883,10464.31
2884,10221.23
2885,649.38
2886,3449.1
2887,5109.37
2888,5147.76
2889,850.41
2890,886.43
2891,2213.82
2892,568.71
2893,9254.47
2894,919.21
2895,3188.54
2896,4672.25
2897,1482.83
2898,2009.42
2899,5892.97
2900,1241.5
2901,9256.19
2902,1681.17
2903,13987.82
2904,4939.97
2905,3806.25
2906,897.71
2907,4066.32
2908,2207.87
2909,734.07
2910,5547.94
2911,674.16
2912,8239.42
2913,14638.38
2914,675.76
2915,430.64
2916,7997.62
2917,711.73
2918,1053.87
2919,2584.44
2920,764.11
2921,852.57
2922,733.61
2923,1453.92
2924,11603.86
2925,2915.58
2926,767.05
2927,5607.84
2928,5200.15
2929,5060.9
2930,765.03
2931,13211.51
2932,3056.78
2933,8820.04
2934,9328.28
2935,2925.1
2936,791.31
2937,5247.76
2938,1633.43
2939,4026.85
2940,828.53
2941,4145.54
2942,9552.8
2943,7094.29
2944,1015.06
2945,1661.24
2946,824.87
2947,519.65
2948,6535.37
2949,1606.78
2950,3994.49
2951,2311.04
2952,7676.23
2953,2707.24
2954,602.46
2955,466.21
2956,4503.79
2957,1176.11
2958,7371.58
2959,1605.83
2960,575.06
2961,1008.44
2962,4784.16
2963,500.71
2964,9547.16
2965,9040.52
2966,4166.21
2967,691.16
2968,555.54
2969,5272.57
2970,2188.36
2971,6647.48
2972,10325.12
2973,1459.1
2974,1774.96
2975,836.99
2976,2210.87
2977,714.38
2978,532.12
2979,661.8
2980,864.32
2981,6871.2
2982,726.5
2983,1597.95
2984,621.65
2985,2493.61
2986,1897.65
2987,3513.63
2988,4903.67
2989,796.66
2990,8595.64
2991,5001.9
2992,989.13
2993,6677.75
2994,1376.55
2995,6073.08
2996,1205.98
2997,12052.66
2998,8311.88
2999,9352.89
3000,463.18
3001,5804.13
3002,1571.35
3003,2451.19
3004,702.58
3005,2992.78
3006,2146.73
3007,1665.45
3008,1680.3
3009,713.62
3010,2803.38
3011,3416.05
3012,794.26
3013,692.36
3014,2356.3
3015,10829.31
3016,1308.1
3017,3893.45
3018,1737.22
3019,794.23
3020,3645.16
3021,13927.02
3022,17480.12
3023,8518.22
3024,1099.84
3025,4874.76
3026,4232.94
3027,5419.71
3028,11311.02
3029,6312.78
3030,1320.22
3031,678.89
3032,5125.0
3033,865.34
3034,713.18
3035,12228.04
3036,1227.41
3037,854.29
3038,5953.94
3039,9545.48
3040,2629.74
3041,4627.81
3042,4944.91
3043,1090.95
3044,9357.64
3045,6369.91
3046,2280.65
3047,4213.75
3048,898.14
3049,827.74
3050,5053.08
3051,16002.5
3052,2355.9
3053,531.94
3054,2948.95
3055,4373.21
3056,4575.59
3057,846.05
3058,4230.19
3059,2913.35
3060,1128.37
3061,1117.73
3062,1720.03
3063,1260.97
3064,2496.31
3065,4885.72
3066,7921.77
3067,4947.34
3068,651.11
3069,889.3
3070,3388.5
3071,770.91
3072,523.04
3073,1030.77
3074,587.51
3075,2469.38
3076,2387.0
3077,1905.68
3078,504.62
3079,8209.78
3080,697.87
3081,1061.66
3082,9031.29
3083,10844.76
3084,14732.1
3085,587.58
3086,15723.17
3087,5278.59
3088,2929.09
3089,2559.65
3090,597.93
3091,1725.02
3092,7567.74
3093,15734.36
3094,1874.01
3095,448.78
3096,560.68
3097,4448.01
3098,2010.59
3099,5897.4
3100,8259.12
3101,1210.61
3102,4433.73
3103,2205.33
3104,5124.87
3105,1219.51
3106,4320.06
3107,10842.53
3108,11973.05
3109,1396.85
3110,904.43
3111,2427.31
3112,784.7
3113,14801.03
3114,16210.57
3115,3114.29
3116,865.33
3117,549.94
3118,776.73
3119,844.58
3120,884.09
3121,4483.29
3122,3861.25
3123,1783.41
3124,2611.96
3125,13678.27
3126,1777.18
3127,859.18
3128,7035.79
3129,8566.82
3130,606.57
3131,9982.26
3132,5424.2
3133,1041.28
3134,4240.96
3135,3440.64
3136,2220.85
3137,553.47
3138,489.05
3139,6132.38
3140,1563.24
3141,15656.82
3142,606.46
3143,4686.27
3144,4334.5
3145,8868.46
3146,8679.33
3147,798.2016666666666
3148,981.68
3149,1060.99
3150,1405.3
3151,5455.02
3152,5183.46
3153,3191.25
3154,4220.08
3155,7519.38
3156,8208.78
3157,3485.6
3158,2512.94
3159,3900.39
3160,4767.27
3161,918.26
3162,15776.53
3163,1802.06
3164,1624.82
3165,567.28
3166,2516.88
3167,5596.24
3168,4131.36
3169,649.65
3170,3576.02
3171,4875.24
3172,1522.95
3173,552.16
3174,6555.35
3175,556.14
3176,1714.06
3177,14300.86
3178,1095.9066666666665
3179,4667.04
3180,2129.08
3181,484.91
3182,1544.61
3183,771.89
3184,2852.36
3185,2592.3
3186,1383.23
3187,8654.22
3188,480.9
3189,14913.85
3190,2524.63
3191,11981.36
3192,1780.01
3193,2076.06
3194,3046.63
3195,528.03
3196,3863.43
3197,4225.38
3198,3047.02
3199,876.49
3200,1152.61
3201,1680.87
3202,17332.36
3203,8495.22
3204,2699.34
3205,4493.7
3206,572.22
3207,6975.04
3208,725.18
3209,878.52
3210,2601.29
3211,4366.17
3212,3009.05
3213,7245.83
3214,1121.26
3215,4092.05
3216,887.6
3217,1785.07
3218,1268.41
3219,570.99
3220,700.75
3221,5575.69
3222,918.14
3223,1023.5
3224,4569.37
3225,4670.37
3226,2270.46
3227,2570.37
3228,4080.93
3229,728.29
3230,17026.06
3231,963.36
3232,2713.36
3233,511.08
3234,12617.98
3235,3178.38
3236,9424.01
3237,2778.91
3238,1660.9
3239,4919.93
3240,2355.22
3241,2108.2
3242,965.08
3243,6515.9
3244,3022.72
3245,4563.03
3246,571.31
3247,675.33
3248,598.72
3249,2909.35
3250,935.11
3251,710.13
3252,2816.62
3253,513.26
3254,6935.12
3255,2163.73
3256,5731.66
3257,11950.65
3258,8279.39
3259,16992.55
3260,978.96
3261,1410.12
3262,14483.52
3263,1424.95
3264,1476.59
3265,2428.85
3266,4558.29
3267,5829.95
3268,905.87
3269,1738.14
3270,4460.86
3271,2176.62
3272,5560.62
3273,731.97
3274,1983.85
3275,581.77
3276,3757.52
3277,456.05
3278,4103.53
3279,2321.34
3280,4270.28
3281,8794.15
3282,3417.7
3283,3980.44
3284,8205.96
3285,711.53
3286,745.8
3287,3415.2
3288,739.96
3289,3962.08
3290,4357.74
3291,1227.64
3292,13864.46
3293,3011.91
3294,5747.25
3295,4438.08
3296,11230.75
3297,3359.66
3298,2799.12
3299,2039.92
3300,9197.37
3301,4127.1
3302,12722.28
3303,2012.24
3304,2332.99
3305,4911.98
3306,3742.6
3307,2280.13
3308,764.27
3309,2895.36
3310,2441.3
3311,6372.77
3312,15196.58
3313,661.26
3314,9817.48
3315,2475.28
3316,14367.0
3317,2558.99
3318,853.07
3319,8917.31
3320,678.58
3321,5047.75
3322,532.03
3323,385.23
3324,904.37
3325,1464.4
3326,534.05
3327,4756.99
3328,4915.33
3329,7030.75
3330,586.26
3331,3162.22
3332,4062.01
3333,1311.72
3334,1134.84
3335,11620.67
3336,776.88
3337,4074.73
3338,1875.97
3339,2324.03
3340,7651.05
3341,7663.23
3342,4582.9
3343,9328.74
3344,1457.52
3345,825.85
3346,4438.28
3347,463.68
3348,785.47
3349,1335.25
3350,1108.56
3351,716.8
3352,1119.07
3353,1313.52
3354,1952.17
3355,12240.03
3356,466.38
3357,4684.38
3358,1787.66
3359,2692.53
3360,1066.24
3361,1596.39
3362,738.88
3363,1984.1
3364,12360.42
3365,12902.24
3366,715.64
3367,1880.09
3368,15473.97
3369,2150.37
3370,463.71
3371,13959.75
3372,625.62
3373,443.58
3374,16668.72
3375,5535.56
3376,809.68
3377,3926.43
3378,6080.86
3379,892.44
3380,1013.55
3381,505.59
3382,1231.19
3383,2300.99
3384,2820.18
3385,511.81
3386,860.03
3387,1153.92
3388,7330.29
3389,1627.51
3390,804.08
3391,1181.64
3392,4984.9
3393,554.67
3394,11766.17
3395,15409.4
3396,975.41
3397,620.66
3398,608.16
3399,6117.3
3400,1920.8
3401,3401.04
3402,795.69
3403,630.28
3404,3982.65
3405,9668.07
3406,903.13
3407,1321.1
3408,2699.49
3409,1180.89
3410,2634.51
3411,4673.66
3412,2622.55
3413,9135.39
3414,2257.25
3415,1210.55
3416,1318.04
3417,542.24
3418,752.49
3419,3883.52
3420,658.42
3421,4630.29
3422,1844.29
3423,4136.46
3424,1996.15
3425,5793.54
3426,766.46
3427,798.86
3428,550.44
3429,2116.71
3430,10096.46
3431,567.74
3432,17080.21
3433,827.56
3434,6945.83
3435,7911.74
3436,1653.73
3437,577.81
3438,852.27
3439,469.85
3440,2528.13
3441,668.29
3442,15252.06
3443,16491.69
3444,5007.89
3445,1369.67
3446,2324.65
3447,9566.26
3448,11421.37
3449,1000.07
3450,720.54
3451,619.65
3452,434.9
3453,1063.63
3454,952.51
3455,5289.33
3456,3724.03
3457,3987.73
3458,1639.26
3459,1096.71
3460,2680.8
3461,2625.14
3462,2591.46
3463,6489.55
3464,2291.61
3465,1030.16
3466,3242.26
3467,15212.51
3468,4637.88
3469,4284.38
3470,550.22
3471,618.16
3472,576.99
3473,16556.16
3474,1668.66
3475,740.54
3476,4856.27
3477,4745.49
3478,3674.44
3479,8910.3
3480,1626.98
3481,6482.09
3482,546.46
3483,769.55
3484,7101.23
3485,576.09
3486,3085.21
3487,10263.0
3488,2157.04
3489,2550.4
3490,688.63
3491,4554.64
3492,1392.73
3493,956.26
3494,2696.52
3495,4295.06
3496,1346.12
3497,454.09
3498,3126.68
3499,437.29
3500,733.67
3501,1723.91
3502,5304.51
3503,934.76
3504,639.1
3505,722.52
3506,1330.78
3507,1673.34
3508,5815.97
3509,4271.19
3510,9565.73
3511,4267.54
3512,715.16
3513,6559.06
3514,1288.6
3515,5123.31
3516,2672.13
3517,1061.55
3518,2029.93
3519,6485.63
3520,1043.01
3521,9720.13
3522,2915.49
3523,17350.14
3524,607.91
3525,3939.83
3526,6411.41
3527,16898.9
3528,15868.88
3529,1468.5
3530,550.55
3531,676.94
3532,773.4
3533,15338.72
3534,3346.92
3535,2503.21
3536,1000.01
3537,907.67
3538,6418.86
3539,15815.29
3540,500.03
3541,587.56
3542,6447.13
3543,763.62
3544,761.54
3545,950.17
3546,528.13
3547,1543.94
3548,1830.4
3549,1621.81
3550,684.82
3551,466.65
3552,876.02
3553,15093.28
3554,16892.31
3555,9488.56
3556,2378.28
3557,789.45
3558,732.08
3559,944.65
3560,2528.36
3561,1456.33
3562,4598.68
3563,11553.88
3564,547.7
3565,12136.7
3566,527.98
3567,3580.35
3568,4480.71
3569,1764.7
3570,8948.42
3571,875.56
3572,2576.55
3573,1948.56
3574,4568.83
3575,8918.86
3576,16591.52
3577,5206.68
3578,16674.3
3579,1754.26
3580,627.14
3581,486.48
3582,706.15
3583,984.16
3584,2141.36
3585,13306.53
3586,1130.75
3587,688.81
3588,3067.8
3589,4297.04
3590,984.19
3591,946.23
3592,1679.96
3593,3634.77
3594,827.5
3595,662.23
3596,913.37
3597,460.77
3598,4622.94
3599,5453.83
3600,1788.65
3601,738.16
3602,701.76
3603,1221.28
3604,5336.95
3605,952.06
3606,2738.6
3607,15675.25
3608,1605.43
3609,4229.43
3610,946.92
3611,5184.65
3612,1893.26
3613,833.73
3614,2230.47
3615,4035.01
3616,4661.65
3617,6135.22
3618,7832.12
3619,917.97
3620,3706.24
3621,1656.53
3622,2255.12
3623,15532.37
3624,601.9
3625,4259.17
3626,7455.0
3627,771.1
3628,924.05
3629,1224.23
3630,5025.21
3631,3040.72
3632,969.58
3633,13661.81
3634,15253.44
3635,1094.67
3636,701.83
3637,533.71
3638,4218.05
3639,17061.17
3640,1639.99
3641,4304.68
3642,14535.98
3643,535.25
3644,1282.33
3645,8669.02
3646,2060.94
3647,6802.38
3648,1308.7
3649,460.69
3650,764.03
3651,3651.76
3652,6022.41
3653,855.1
3654,5238.07
3655,728.58
3656,1223.98
3657,5342.19
3658,835.06
3659,768.95
3660,1588.29
3661,995.04
3662,505.72
3663,9766.19
3664,927.38
3665,2068.8
3666,7296.13
3667,628.15
3668,4351.08
3669,6205.88
3670,3804.68
3671,3572.23
3672,8367.75
3673,1344.35
3674,6140.43
3675,1139.73
3676,775.81
3677,5560.88
3678,5592.98
3679,5117.87
3680,4964.07
3681,1521.65
3682,10928.5
3683,1062.97
3684,996.36
3685,2044.21
3686,1313.01
3687,897.82
3688,2398.82
3689,16976.97
3690,5638.8
3691,12321.9
3692,4720.08
3693,530.73
3694,696.75
3695,1014.85
3696,4821.65
3697,3981.71
3698,954.97
3699,1710.06
3700,771.96
3701,513.34
3702,4495.65
3703,5254.67
3704,654.45
3705,631.73
3706,400.09
3707,11790.483333333335
3708,841.91
3709,5012.44
3710,6166.04
3711,1941.36
3712,11469.7
3713,4957.46
3714,551.29
3715,624.29
3716,15696.21
3717,5486.04
3718,642.29
3719,628.23
3720,1881.6
3721,12355.23
3722,1201.3
3723,4381.36
3724,11883.22
3725,892.77
3726,3746.57
3727,2666.71
3728,13272.52
3729,10447.18
3730,7769.94
3731,1840.74
3732,1386.23
3733,1343.47
3734,1386.28
3735,7638.21
3736,783.78
3737,6911.88
3738,686.41
3739,1041.84
3740,7292.74
3741,4857.91
3742,3379.26
